example_id                                                          | status  | run_time        |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:1:2]    | passed  | 0.00079 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:1:3]    | passed  | 0.0011 seconds  |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:2:1]    | passed  | 0.00081 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:2:2]    | passed  | 0.00083 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:3:1]    | passed  | 0.0006 seconds  |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:3:2]    | passed  | 0.00102 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:3:3]    | passed  | 0.00045 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:4:1]    | passed  | 0.00054 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:4:2]    | passed  | 0.00074 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:4:3]    | passed  | 0.00072 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:5:1]    | passed  | 0.00068 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:5:2]    | passed  | 0.00085 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:5:3]    | passed  | 0.0011 seconds  |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:5:4]    | passed  | 0.00101 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:6:1]    | passed  | 0.00248 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:6:2]    | passed  | 0.00131 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:7:1]    | passed  | 0.00076 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:8:1]    | passed  | 0.00056 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:8:2]    | passed  | 0.00084 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:8:3]    | passed  | 0.00078 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:8:4]    | passed  | 0.00294 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:8:5]    | passed  | 0.00106 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:9:1]    | passed  | 0.00099 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:9:2]    | passed  | 0.001 seconds   |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:9:3]    | passed  | 0.00077 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:9:4]    | passed  | 0.00088 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:9:5]    | passed  | 0.00074 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:10:1]   | passed  | 0.0009 seconds  |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:11:1]   | passed  | 0.00116 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:12:1]   | passed  | 0.00022 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:13:1]   | passed  | 0.00018 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:13:2]   | passed  | 0.00016 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:13:3]   | passed  | 0.00086 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:13:4]   | passed  | 0.00015 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[1:13:5]   | passed  | 0.00017 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[2:1:1]    | passed  | 0.00038 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[2:1:2]    | passed  | 0.00037 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[2:1:3]    | passed  | 0.00041 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[2:1:4]    | passed  | 0.00038 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[2:1:5]    | passed  | 0.0004 seconds  |
./spec/models/concerns/railspress/has_focal_point_spec.rb[2:1:6]    | passed  | 0.00032 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[2:1:7]    | passed  | 0.0003 seconds  |
./spec/models/concerns/railspress/has_focal_point_spec.rb[2:1:8]    | passed  | 0.00032 seconds |
./spec/models/concerns/railspress/has_focal_point_spec.rb[2:1:9]    | passed  | 0.00031 seconds |
./spec/models/concerns/railspress/soft_deletable_spec.rb[1:1:1]     | passed  | 0.00028 seconds |
./spec/models/concerns/railspress/soft_deletable_spec.rb[1:1:2]     | passed  | 0.00025 seconds |
./spec/models/concerns/railspress/soft_deletable_spec.rb[1:2:1]     | passed  | 0.00335 seconds |
./spec/models/concerns/railspress/soft_deletable_spec.rb[1:2:2]     | passed  | 0.00158 seconds |
./spec/models/concerns/railspress/soft_deletable_spec.rb[1:3:1]     | passed  | 0.00082 seconds |
./spec/models/concerns/railspress/soft_deletable_spec.rb[1:4:1]     | passed  | 0.0005 seconds  |
./spec/models/concerns/railspress/soft_deletable_spec.rb[1:4:2]     | passed  | 0.00035 seconds |
./spec/models/concerns/railspress/taggable_spec.rb[1:1:1]           | passed  | 0.00042 seconds |
./spec/models/concerns/railspress/taggable_spec.rb[1:1:2]           | passed  | 0.00083 seconds |
./spec/models/concerns/railspress/taggable_spec.rb[1:1:3]           | passed  | 0.00161 seconds |
./spec/models/concerns/railspress/taggable_spec.rb[1:2:1]           | passed  | 0.00059 seconds |
./spec/models/concerns/railspress/taggable_spec.rb[1:2:2]           | passed  | 0.00052 seconds |
./spec/models/concerns/railspress/taggable_spec.rb[1:3:1]           | passed  | 0.00629 seconds |
./spec/models/concerns/railspress/taggable_spec.rb[1:3:2]           | passed  | 0.0039 seconds  |
./spec/models/concerns/railspress/taggable_spec.rb[1:3:3]           | passed  | 0.00415 seconds |
./spec/models/concerns/railspress/taggable_spec.rb[1:3:4]           | passed  | 0.00178 seconds |
./spec/models/railspress/category_spec.rb[1:1:1]                    | passed  | 0.0004 seconds  |
./spec/models/railspress/category_spec.rb[1:1:2]                    | passed  | 0.00052 seconds |
./spec/models/railspress/category_spec.rb[1:2:1]                    | passed  | 0.00038 seconds |
./spec/models/railspress/category_spec.rb[1:2:2]                    | passed  | 0.0005 seconds  |
./spec/models/railspress/category_spec.rb[1:3:1]                    | passed  | 0.00252 seconds |
./spec/models/railspress/content_element_spec.rb[1:1:1]             | passed  | 0.00046 seconds |
